저장소,릴리즈 ID,릴리즈 태그,릴리즈 이름,릴리즈 노트,릴리즈 페이지 URL,초안 여부,프리릴리즈 여부,생성일시,발행일시,작성자 이름,작성자 프로필 URL,대상 브랜치,다운로드 수,에셋 수
daangn/seed-design,215189406,@seed-design/css@0.0.21,@seed-design/css@0.0.21,"### Patch Changes

-   5d69d1d: Button, Chip 컴포넌트들의 누락된 line-height를 추가합니다.
    Button, Chip 컴포넌트들의 white-space를 nowrap으로 설정합니다.
-   4d34760: 상단 내비게이션의 아이콘 버튼 터치영역을 44px로 변경합니다.
-   7ae87f8: 2개의 컨텐츠를 동일한 비율로 나누어 배치하되, 너무 긴 경우 세로로 접는 `<ResponsivePair>` 컴포넌트를 추가합니다.
-   f144d28: BottomSheet, Dialog의 배경 색상을 layer-floating으로 변경합니다.
-   e368c69: 패키지 의존성을 최신화합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/css%400.0.21,false,false,2025-04-28T13:49:08Z,2025-04-28T13:49:19Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,215189391,@seed-design/codemod@0.0.22,@seed-design/codemod@0.0.22,"### Patch Changes

-   b89ef88: - replace-custom-seed-design-vars를 추가해요
    -   replace-custom-imported-typography-variable를 추가해요
    -   replace-custom-seed-design-typography를 추가해요
    -   replace-custom-seed-design-color를 추가해요
    -   replace-seed-design-token-typography-classname VE에서 잘 변경되지 않던 이슈를 해결해요
-   03cc680: transform logger의 이름을 transform 이름과 동일하게 수정해요
-   e368c69: 패키지 의존성을 최신화합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/codemod%400.0.22,false,false,2025-04-28T13:49:08Z,2025-04-28T13:49:16Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,215189366,@seed-design/cli@0.0.2,@seed-design/cli@0.0.2,"### Patch Changes

-   e368c69: 패키지 의존성을 최신화합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/cli%400.0.2,false,false,2025-04-28T13:49:08Z,2025-04-28T13:49:13Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,214161549,@seed-design/webpack-plugin@0.0.19,@seed-design/webpack-plugin@0.0.19,"### Patch Changes

-   Updated dependencies [3c9ec66]
-   Updated dependencies [b3bb6e7]
    -   @seed-design/css@0.0.19
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.19,false,false,2025-04-23T09:32:24Z,2025-04-23T09:32:46Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,214161520,@seed-design/vite-plugin@0.0.19,@seed-design/vite-plugin@0.0.19,"### Patch Changes

-   Updated dependencies [3c9ec66]
-   Updated dependencies [b3bb6e7]
    -   @seed-design/css@0.0.19
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.19,false,false,2025-04-23T09:32:24Z,2025-04-23T09:32:40Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,214161499,@seed-design/stackflow@0.0.19,@seed-design/stackflow@0.0.19,"### Patch Changes

-   Updated dependencies [3c9ec66]
-   Updated dependencies [b3bb6e7]
    -   @seed-design/css@0.0.19
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.19,false,false,2025-04-23T09:32:24Z,2025-04-23T09:32:37Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,214161494,@seed-design/rsbuild-plugin@0.0.19,@seed-design/rsbuild-plugin@0.0.19,"### Patch Changes

-   Updated dependencies [3c9ec66]
-   Updated dependencies [b3bb6e7]
    -   @seed-design/css@0.0.19
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.19,false,false,2025-04-23T09:32:24Z,2025-04-23T09:32:34Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,214161534,@seed-design/react@0.0.19,@seed-design/react@0.0.19,"### Patch Changes

-   Updated dependencies [3c9ec66]
-   Updated dependencies [b3bb6e7]
    -   @seed-design/css@0.0.19
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/react%400.0.19,false,false,2025-04-23T09:32:24Z,2025-04-23T09:32:43Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,214259639,@seed-design/mcp@0.0.20,@seed-design/mcp@0.0.20,"### Patch Changes

-   Updated dependencies [38ece6a]
    -   @seed-design/figma@0.0.20
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.20,false,false,2025-04-23T15:07:31Z,2025-04-23T15:07:38Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,214161487,@seed-design/mcp@0.0.19,@seed-design/mcp@0.0.19,"### Patch Changes

-   @seed-design/figma@0.0.19
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.19,false,false,2025-04-23T09:32:24Z,2025-04-23T09:32:31Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,214259626,@seed-design/figma@0.0.20,@seed-design/figma@0.0.20,"### Patch Changes

-   38ece6a: Text style, 아이콘을 찾지 못했을 때 fallback을 추가합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.20,false,false,2025-04-23T15:07:31Z,2025-04-23T15:07:35Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,214161472,@seed-design/figma@0.0.19,@seed-design/figma@0.0.19,"### Patch Changes

-   Updated dependencies [3c9ec66]
-   Updated dependencies [b3bb6e7]
    -   @seed-design/css@0.0.19
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.19,false,false,2025-04-23T09:32:24Z,2025-04-23T09:32:25Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,214161479,@seed-design/css@0.0.19,@seed-design/css@0.0.19,"### Patch Changes

-   3c9ec66: feat: 와일드카드 지원하지 않는 곳을 위해 CSS 파일 명시적 export
-   b3bb6e7: LoadingIndicator를 사용하는 컴포넌트에 position: relative를 추가합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/css%400.0.19,false,false,2025-04-23T09:32:24Z,2025-04-23T09:32:28Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213865211,@seed-design/webpack-plugin@0.0.17,@seed-design/webpack-plugin@0.0.17,"### Patch Changes

-   Updated dependencies [c042f90]
    -   @seed-design/css@0.0.17
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.17,false,false,2025-04-22T08:33:09Z,2025-04-22T08:33:26Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213831450,@seed-design/webpack-plugin@0.0.15,@seed-design/webpack-plugin@0.0.15,"### Patch Changes

-   1bb9f7b: - vite dev에서 컴포넌트 스타일시트가 로드되지 않는 버그를 수정합니다.
    -   플러그인이 컴포넌트 스타일시트를 로드하는 방식을 변경합니다.
-   Updated dependencies [1bb9f7b]
-   Updated dependencies [4511814]
-   Updated dependencies [f4b0723]
-   Updated dependencies [f4b0723]
    -   @seed-design/css@0.0.15
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.15,false,false,2025-04-22T05:00:51Z,2025-04-22T05:01:10Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213865219,@seed-design/vite-plugin@0.0.17,@seed-design/vite-plugin@0.0.17,"### Patch Changes

-   Updated dependencies [c042f90]
    -   @seed-design/css@0.0.17
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.17,false,false,2025-04-22T08:33:09Z,2025-04-22T08:33:29Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213831427,@seed-design/vite-plugin@0.0.15,@seed-design/vite-plugin@0.0.15,"### Patch Changes

-   1bb9f7b: - vite dev에서 컴포넌트 스타일시트가 로드되지 않는 버그를 수정합니다.
    -   플러그인이 컴포넌트 스타일시트를 로드하는 방식을 변경합니다.
-   Updated dependencies [1bb9f7b]
-   Updated dependencies [4511814]
-   Updated dependencies [f4b0723]
-   Updated dependencies [f4b0723]
    -   @seed-design/css@0.0.15
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.15,false,false,2025-04-22T05:00:51Z,2025-04-22T05:01:01Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213865230,@seed-design/stackflow@0.0.17,@seed-design/stackflow@0.0.17,"### Patch Changes

-   c042f90: recipe에서 직접 스타일시트 의존성을 표현하도록 변경합니다.
-   Updated dependencies [c042f90]
    -   @seed-design/css@0.0.17
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.17,false,false,2025-04-22T08:33:09Z,2025-04-22T08:33:32Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213831455,@seed-design/stackflow@0.0.15,@seed-design/stackflow@0.0.15,"### Patch Changes

-   1bb9f7b: - vite dev에서 컴포넌트 스타일시트가 로드되지 않는 버그를 수정합니다.
    -   플러그인이 컴포넌트 스타일시트를 로드하는 방식을 변경합니다.
-   Updated dependencies [1bb9f7b]
-   Updated dependencies [4511814]
-   Updated dependencies [f4b0723]
-   Updated dependencies [f4b0723]
    -   @seed-design/css@0.0.15
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.15,false,false,2025-04-22T05:00:51Z,2025-04-22T05:01:13Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213865197,@seed-design/rsbuild-plugin@0.0.17,@seed-design/rsbuild-plugin@0.0.17,"### Patch Changes

-   Updated dependencies [c042f90]
    -   @seed-design/css@0.0.17
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.17,false,false,2025-04-22T08:33:09Z,2025-04-22T08:33:23Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213831440,@seed-design/rsbuild-plugin@0.0.15,@seed-design/rsbuild-plugin@0.0.15,"### Patch Changes

-   1bb9f7b: - vite dev에서 컴포넌트 스타일시트가 로드되지 않는 버그를 수정합니다.
    -   플러그인이 컴포넌트 스타일시트를 로드하는 방식을 변경합니다.
-   Updated dependencies [1bb9f7b]
-   Updated dependencies [4511814]
-   Updated dependencies [f4b0723]
-   Updated dependencies [f4b0723]
    -   @seed-design/css@0.0.15
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.15,false,false,2025-04-22T05:00:51Z,2025-04-22T05:01:04Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213865185,@seed-design/react@0.0.17,@seed-design/react@0.0.17,"### Patch Changes

-   c042f90: recipe에서 직접 스타일시트 의존성을 표현하도록 변경합니다.
-   Updated dependencies [c042f90]
    -   @seed-design/css@0.0.17
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/react%400.0.17,false,false,2025-04-22T08:33:09Z,2025-04-22T08:33:20Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213831461,@seed-design/react@0.0.15,@seed-design/react@0.0.15,"### Patch Changes

-   1bb9f7b: - vite dev에서 컴포넌트 스타일시트가 로드되지 않는 버그를 수정합니다.
    -   플러그인이 컴포넌트 스타일시트를 로드하는 방식을 변경합니다.
-   4511814: - 레이아웃 및 flex 관련 shorthand prop을 추가합니다. (px, py, wrap, align, justify, direction)
    -   ActionButton에 flexGrow prop을 추가합니다.
    -   VStack, HStack 컴포넌트를 추가합니다.
        -   Stack, Inline, Columns 컴포넌트를 deprecated 처리합니다.
    -   디자인 토큰이 아닌 css prop의 value가 유효한 css value가 되도록 변경합니다.
        -   flexStart, spaceBetween 등 camelCase로 제공되는 값을 deprecated 처리합니다.
-   d49e697: - Divider의 굵기가 의도보다 굵게 렌더링되는 버그 수정
    -   borderColor, borderWidth 대신 color, thickness로 인터페이스 변경
-   f4b0723: HelpBubble 디자인 스펙 업데이트 (shadow)
-   f4b0723: HelpBubble의 enter, exit 모션을 추가합니다.
-   Updated dependencies [1bb9f7b]
-   Updated dependencies [4511814]
-   Updated dependencies [f4b0723]
-   Updated dependencies [f4b0723]
    -   @seed-design/css@0.0.15
    -   @seed-design/react-popover@0.0.4
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/react%400.0.15,false,false,2025-04-22T05:00:51Z,2025-04-22T05:01:16Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213831421,@seed-design/react-popover@0.0.4,@seed-design/react-popover@0.0.4,"### Patch Changes

-   f4b0723: HelpBubble의 enter, exit 모션을 추가합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-popover%400.0.4,false,false,2025-04-22T05:00:51Z,2025-04-22T05:00:58Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213989320,@seed-design/mcp@0.0.18,@seed-design/mcp@0.0.18,"### Patch Changes

-   4619fde: 번들에 의도치 않은 외부 의존성이 포함되는 문제를 수정합니다.
-   Updated dependencies [b28303c]
    -   @seed-design/figma@0.0.18
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.18,false,false,2025-04-22T16:41:39Z,2025-04-22T16:41:43Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213865165,@seed-design/mcp@0.0.17,@seed-design/mcp@0.0.17,"### Patch Changes

-   @seed-design/figma@0.0.17
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.17,false,false,2025-04-22T08:33:09Z,2025-04-22T08:33:14Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213853918,@seed-design/mcp@0.0.16,@seed-design/mcp@0.0.16,"### Patch Changes

-   7671445: npx, bunx로 사용하기 쉽도록 bin 진입점을 통합합니다.
    experimental 기능을 플래그로 분리합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.16,false,false,2025-04-22T07:38:28Z,2025-04-22T07:38:29Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213831442,@seed-design/mcp@0.0.15,@seed-design/mcp@0.0.15,"### Patch Changes

-   Updated dependencies [4511814]
    -   @seed-design/figma@0.0.15
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.15,false,false,2025-04-22T05:00:51Z,2025-04-22T05:01:07Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213989311,@seed-design/figma@0.0.18,@seed-design/figma@0.0.18,"### Patch Changes

-   b28303c: borderRadius codegen에 radius prefix가 붙지 않도록 수정합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.18,false,false,2025-04-22T16:41:39Z,2025-04-22T16:41:40Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213865173,@seed-design/figma@0.0.17,@seed-design/figma@0.0.17,"### Patch Changes

-   Updated dependencies [c042f90]
    -   @seed-design/css@0.0.17
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.17,false,false,2025-04-22T08:33:09Z,2025-04-22T08:33:17Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213831417,@seed-design/figma@0.0.15,@seed-design/figma@0.0.15,"### Patch Changes

-   4511814: - 레이아웃 및 flex 관련 shorthand prop을 추가합니다. (px, py, wrap, align, justify, direction)
    -   ActionButton에 flexGrow prop을 추가합니다.
    -   VStack, HStack 컴포넌트를 추가합니다.
        -   Stack, Inline, Columns 컴포넌트를 deprecated 처리합니다.
    -   디자인 토큰이 아닌 css prop의 value가 유효한 css value가 되도록 변경합니다.
        -   flexStart, spaceBetween 등 camelCase로 제공되는 값을 deprecated 처리합니다.
-   Updated dependencies [1bb9f7b]
-   Updated dependencies [4511814]
-   Updated dependencies [f4b0723]
-   Updated dependencies [f4b0723]
    -   @seed-design/css@0.0.15
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.15,false,false,2025-04-22T05:00:51Z,2025-04-22T05:00:55Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213865149,@seed-design/css@0.0.17,@seed-design/css@0.0.17,"### Patch Changes

-   c042f90: recipe에서 직접 스타일시트 의존성을 표현하도록 변경합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/css%400.0.17,false,false,2025-04-22T08:33:09Z,2025-04-22T08:33:11Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213831412,@seed-design/css@0.0.15,@seed-design/css@0.0.15,"### Patch Changes

-   1bb9f7b: - vite dev에서 컴포넌트 스타일시트가 로드되지 않는 버그를 수정합니다.
    -   플러그인이 컴포넌트 스타일시트를 로드하는 방식을 변경합니다.
-   4511814: - 레이아웃 및 flex 관련 shorthand prop을 추가합니다. (px, py, wrap, align, justify, direction)
    -   ActionButton에 flexGrow prop을 추가합니다.
    -   VStack, HStack 컴포넌트를 추가합니다.
        -   Stack, Inline, Columns 컴포넌트를 deprecated 처리합니다.
    -   디자인 토큰이 아닌 css prop의 value가 유효한 css value가 되도록 변경합니다.
        -   flexStart, spaceBetween 등 camelCase로 제공되는 값을 deprecated 처리합니다.
-   f4b0723: HelpBubble 디자인 스펙 업데이트 (shadow)
-   f4b0723: HelpBubble의 enter, exit 모션을 추가합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/css%400.0.15,false,false,2025-04-22T05:00:51Z,2025-04-22T05:00:52Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213299301,@seed-design/webpack-plugin@0.0.14,@seed-design/webpack-plugin@0.0.14,"### Patch Changes

-   Updated dependencies [92c0b80]
-   Updated dependencies [c1d94d0]
    -   @seed-design/css@0.0.14
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.14,false,false,2025-04-18T10:12:42Z,2025-04-18T10:13:08Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213299294,@seed-design/vite-plugin@0.0.14,@seed-design/vite-plugin@0.0.14,"### Patch Changes

-   Updated dependencies [92c0b80]
-   Updated dependencies [c1d94d0]
    -   @seed-design/css@0.0.14
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.14,false,false,2025-04-18T10:12:42Z,2025-04-18T10:13:05Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213299285,@seed-design/stackflow@0.0.14,@seed-design/stackflow@0.0.14,"### Patch Changes

-   Updated dependencies [92c0b80]
-   Updated dependencies [c1d94d0]
    -   @seed-design/css@0.0.14
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.14,false,false,2025-04-18T10:12:42Z,2025-04-18T10:13:02Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213299278,@seed-design/rsbuild-plugin@0.0.14,@seed-design/rsbuild-plugin@0.0.14,"### Patch Changes

-   Updated dependencies [92c0b80]
-   Updated dependencies [c1d94d0]
    -   @seed-design/css@0.0.14
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.14,false,false,2025-04-18T10:12:42Z,2025-04-18T10:12:59Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213299270,@seed-design/react@0.0.14,@seed-design/react@0.0.14,"### Patch Changes

-   87599b0: Divider 컴포넌트를 추가합니다.
-   92c0b80: HelpBubble 디자인 스펙 업데이트 (shadow)
-   c1d94d0: HelpBubble의 enter, exit 모션을 추가합니다.
-   Updated dependencies [92c0b80]
-   Updated dependencies [c1d94d0]
    -   @seed-design/css@0.0.14
    -   @seed-design/react-popover@0.0.3
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/react%400.0.14,false,false,2025-04-18T10:12:42Z,2025-04-18T10:12:53Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213299274,@seed-design/react-popover@0.0.3,@seed-design/react-popover@0.0.3,"### Patch Changes

-   c1d94d0: HelpBubble의 enter, exit 모션을 추가합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-popover%400.0.3,false,false,2025-04-18T10:12:42Z,2025-04-18T10:12:56Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213299256,@seed-design/mcp@0.0.6,@seed-design/mcp@0.0.6,"### Patch Changes

-   @seed-design/figma@0.0.6
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.6,false,false,2025-04-18T10:12:42Z,2025-04-18T10:12:47Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213299263,@seed-design/figma@0.0.6,@seed-design/figma@0.0.6,"### Patch Changes

-   Updated dependencies [92c0b80]
-   Updated dependencies [c1d94d0]
    -   @seed-design/css@0.0.14
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.6,false,false,2025-04-18T10:12:42Z,2025-04-18T10:12:50Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,213299254,@seed-design/css@0.0.14,@seed-design/css@0.0.14,"### Patch Changes

-   92c0b80: HelpBubble 디자인 스펙 업데이트 (shadow)
-   c1d94d0: HelpBubble의 enter, exit 모션을 추가합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/css%400.0.14,false,false,2025-04-18T10:12:42Z,2025-04-18T10:12:44Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,212859283,@seed-design/webpack-plugin@0.0.13,@seed-design/webpack-plugin@0.0.13,"### Patch Changes

-   Updated dependencies [7fca755]
    -   @seed-design/css@0.0.13
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.13,false,false,2025-04-16T16:17:11Z,2025-04-16T16:17:36Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,212859259,@seed-design/vite-plugin@0.0.13,@seed-design/vite-plugin@0.0.13,"### Patch Changes

-   Updated dependencies [7fca755]
    -   @seed-design/css@0.0.13
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.13,false,false,2025-04-16T16:17:11Z,2025-04-16T16:17:30Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,212859270,@seed-design/stackflow@0.0.13,@seed-design/stackflow@0.0.13,"### Patch Changes

-   Updated dependencies [7fca755]
    -   @seed-design/css@0.0.13
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.13,false,false,2025-04-16T16:17:11Z,2025-04-16T16:17:33Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,212859212,@seed-design/rsbuild-plugin@0.0.13,@seed-design/rsbuild-plugin@0.0.13,"### Patch Changes

-   Updated dependencies [7fca755]
    -   @seed-design/css@0.0.13
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.13,false,false,2025-04-16T16:17:11Z,2025-04-16T16:17:18Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,212859221,@seed-design/react@0.0.13,@seed-design/react@0.0.13,"### Patch Changes

-   7fca755: Avatar의 Badge 스펙을 최신화합니다.
-   Updated dependencies [7fca755]
-   Updated dependencies [c0c0b7e]
    -   @seed-design/css@0.0.13
    -   @seed-design/react-pull-to-refresh@0.0.2
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/react%400.0.13,false,false,2025-04-16T16:17:11Z,2025-04-16T16:17:21Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,212859236,@seed-design/react-pull-to-refresh@0.0.2,@seed-design/react-pull-to-refresh@0.0.2,"### Patch Changes

-   c0c0b7e: 여러 PTR 인스턴스가 동일한 상태를 공유하는 문제를 수정합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-pull-to-refresh%400.0.2,false,false,2025-04-16T16:17:11Z,2025-04-16T16:17:24Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,212859249,@seed-design/mcp@0.0.5,@seed-design/mcp@0.0.5,"### Patch Changes

-   @seed-design/figma@0.0.5
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.5,false,false,2025-04-16T16:17:11Z,2025-04-16T16:17:27Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,212859204,@seed-design/figma@0.0.5,@seed-design/figma@0.0.5,"### Patch Changes

-   Updated dependencies [7fca755]
    -   @seed-design/css@0.0.13
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.5,false,false,2025-04-16T16:17:11Z,2025-04-16T16:17:15Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,212859195,@seed-design/css@0.0.13,@seed-design/css@0.0.13,"### Patch Changes

-   7fca755: Avatar의 Badge 스펙을 최신화합니다.
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/css%400.0.13,false,false,2025-04-16T16:17:11Z,2025-04-16T16:17:12Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,210643191,@seed-design/codemod@0.0.21,@seed-design/codemod@0.0.21,"### Patch Changes

-   775db48: feat: moduleResolution: node를 추가해요
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/codemod%400.0.21,false,false,2025-04-07T03:31:38Z,2025-04-07T03:31:39Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,207883180,@seed-design/codemod@0.0.19,@seed-design/codemod@0.0.19,"### Patch Changes

-   1cb5fcc: logging 파일 형식을 개선합니다
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/codemod%400.0.19,false,false,2025-03-24T15:20:58Z,2025-03-24T15:20:59Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,206566708,@seed-design/webpack-plugin@0.0.8,@seed-design/webpack-plugin@0.0.8,"### Patch Changes

-   Updated dependencies [1424700]
-   Updated dependencies [0efeea1]
    -   @seed-design/css@0.0.8
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.8,false,false,2025-03-18T14:03:40Z,2025-03-18T14:03:56Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,206566691,@seed-design/vite-plugin@0.0.8,@seed-design/vite-plugin@0.0.8,"### Patch Changes

-   Updated dependencies [1424700]
-   Updated dependencies [0efeea1]
    -   @seed-design/css@0.0.8
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.8,false,false,2025-03-18T14:03:40Z,2025-03-18T14:03:53Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,206566724,@seed-design/stackflow@0.0.8,@seed-design/stackflow@0.0.8,"### Patch Changes

-   Updated dependencies [1424700]
-   Updated dependencies [0efeea1]
    -   @seed-design/css@0.0.8
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.8,false,false,2025-03-18T14:03:40Z,2025-03-18T14:03:59Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
daangn/seed-design,206566665,@seed-design/rsbuild-plugin@0.0.8,@seed-design/rsbuild-plugin@0.0.8,"### Patch Changes

-   Updated dependencies [1424700]
-   Updated dependencies [0efeea1]
    -   @seed-design/css@0.0.8
",https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.8,false,false,2025-03-18T14:03:40Z,2025-03-18T14:03:47Z,github-actions[bot],https://github.com/apps/github-actions,dev,0,0
